,PPT INCINCHES,STORAGEAF,OUTFLOWCFS,INFLOWCFS
2007-09-02,0.0,1805463.0,4834.0,1670.0
2007-09-03,0.0,1801539.0,2919.0,994.0
2007-09-04,0.0,1786196.0,8305.0,703.0
2007-09-05,0.0,1771420.0,8316.0,979.0
2007-09-06,0.0,1753837.0,9339.0,668.0
2007-09-07,0.0,1735805.0,9591.0,575.0
2007-09-08,0.0,1722558.0,8602.0,1985.0
2007-09-09,0.0,1708721.0,7547.0,715.0
2007-09-10,0.0,1692051.0,9436.0,1103.0
2007-09-11,0.0,1682872.0,6017.0,1500.0
2007-09-12,0.0,1678575.0,3597.0,1510.0
2007-09-13,0.0,1676244.5,1057.0,1559.0
2007-09-14,0.0,1673914.0,4184.0,1502.0
2007-09-15,0.0,1665268.0,5268.0,992.0
2007-09-16,0.0,1657393.0,5571.0,1677.0
2007-09-17,0.0,1647518.0,5259.0,399.0
2007-09-18,0.0,1636492.0,6406.0,889.0
2007-09-19,0.0,1625427.0,6857.0,1820.0
2007-09-20,0.0,1612782.0,7149.0,406.0
2007-09-21,0.0,1596420.0,8125.0,-108.0
2007-09-22,0.2,1586532.0,6488.0,1957.0
2007-09-23,0.16,1586892.0,1732.0,1557.0
2007-09-24,0.0,1582053.0,3687.0,1507.0
2007-09-25,0.0,1577671.0,3469.0,1063.0
2007-09-26,0.0,1572585.0,4147.0,1631.0
2007-09-27,0.0,1569468.0,3476.0,2055.0
2007-09-28,0.12,1566443.0,4079.0,2660.0
2007-09-29,0.0,1568577.0,923.0,2050.0
2007-09-30,0.0,1568222.0,1804.0,1677.0
2007-10-01,0.08,1564933.0,3621.0,2015.0
2007-10-02,0.0,1559255.0,3880.0,1091.0
2007-10-03,0.0,1555714.0,3619.0,1895.0
2007-10-04,0.0,1552620.0,3973.0,2440.0
2007-10-05,0.16,1545124.0,5579.0,2155.0
2007-10-06,0.0,1540551.0,3872.0,1301.0
2007-10-07,0.0,1536162.0,3891.0,1830.0
2007-10-08,0.0,1530121.0,4799.0,1776.0
2007-10-09,0.0,1526189.0,3640.0,1712.0
2007-10-10,1.2,1521220.0,4991.0,2549.0
2007-10-11,0.0,1518957.0,3751.0,2648.0
2007-10-12,0.0,1515914.0,3065.0,1612.0
2007-10-13,0.0,1512342.0,3494.0,2234.0
2007-10-14,0.0,1510694.0,2855.0,1477.0
2007-10-15,0.0,1502992.0,5461.0,1603.0
2007-10-16,0.24,1497127.0,5794.0,2859.0
2007-10-17,0.04,1492652.0,3836.0,1626.0
2007-10-18,0.0,1489302.0,3514.0,1776.0
2007-10-19,0.2,1485100.0,4613.0,2599.0
2007-10-20,0.0,1486557.0,2720.0,3646.0
2007-10-21,0.0,1484758.0,2455.0,1369.0
2007-10-22,0.0,1479967.0,4273.0,1830.0
2007-10-23,0.0,1476808.0,3325.0,2369.0
2007-10-24,0.0,1475954.0,2602.0,1754.0
2007-10-25,0.0,1470247.0,4019.0,1187.0
2007-10-26,0.0,1463877.0,5032.0,1915.0
2007-10-27,0.0,1462775.0,2223.0,1670.0
2007-10-28,0.0,1464047.0,1386.0,2046.0
2007-10-29,0.04,1460233.0,3283.0,1491.0
2007-10-30,0.0,1454737.0,4166.0,1368.0
2007-10-31,0.0,1446394.0,4973.0,823.0
2007-11-01,0.0,1440264.0,4199.0,1099.0
2007-11-02,0.0,1434987.0,4474.0,1848.0
2007-11-03,0.0,1433900.0,2595.0,2097.0
2007-11-04,0.0,1430058.0,3699.0,1827.0
2007-11-05,0.0,1424142.0,5027.0,2100.0
2007-11-06,0.0,1411615.0,8089.0,1839.0
2007-11-07,0.0,1402208.0,6331.0,1702.0
2007-11-08,0.0,1388669.0,8664.0,1837.0
2007-11-09,0.0,1382464.0,4546.0,1451.0
2007-11-10,0.68,1382137.0,3088.0,2942.0
2007-11-11,0.56,1380263.0,3234.0,2093.0
2007-11-12,0.0,1377903.0,2743.0,1765.0
2007-11-13,0.0,1369056.0,5888.0,1474.0
2007-11-14,0.0,1364849.0,3880.0,1745.0
2007-11-15,0.0,1360974.0,4615.0,2680.0
2007-11-16,0.0,1351318.0,6170.0,1317.0
2007-11-17,0.0,1346428.0,4306.0,1855.0
2007-11-18,0.0,1341070.0,4840.0,2080.0
2007-11-19,0.0,1337082.0,4308.0,2151.0
2007-11-20,0.0,1332544.0,4687.0,2650.0
2007-11-21,0.0,1328018.0,4493.0,2194.0
2007-11-22,0.0,1320339.0,5213.0,1423.0
2007-11-23,0.0,1313949.0,5267.0,2089.0
2007-11-24,0.0,1304992.0,5070.0,663.0
2007-11-25,0.0,1298106.0,4510.0,1057.0
2007-11-26,0.0,1291322.0,5400.0,1874.0
2007-11-27,0.0,1288289.0,3909.0,2510.0
2007-11-28,0.0,1286039.0,4946.0,3884.0
2007-11-29,0.0,1279066.0,4392.0,908.0
2007-11-30,0.0,1275358.0,3130.0,1276.0
2007-12-01,0.0,1271887.0,5134.0,3399.0
2007-12-02,0.0,1264966.0,2734.0,-737.0
2007-12-03,0.24,1263750.0,2375.0,-2614.0
2007-12-04,0.68,1262511.0,2988.0,6800.0
2007-12-05,0.0,1261132.0,2661.0,1966.0
2007-12-06,0.84,1261209.0,2627.0,2666.0
2007-12-07,0.12,1259983.0,3173.0,2568.0
2007-12-08,0.0,1257917.0,2226.0,1203.0
2007-12-09,0.0,1257994.0,4086.0,4167.0
2007-12-10,0.0,1251891.0,4320.0,1259.0
2007-12-11,0.0,1246029.0,2985.0,58.0
2007-12-12,0.0,1244662.0,2705.0,2039.0
2007-12-13,0.0,1242309.0,3191.0,2010.0
2007-12-14,0.0,1238597.0,4431.0,2572.0
2007-12-15,0.0,1235271.0,1367.0,-308.0
2007-12-16,0.28,1236782.0,1897.0,2672.0
2007-12-17,0.32,1237841.0,3146.0,3680.0
2007-12-18,0.0,1236026.0,1882.0,980.0
2007-12-19,0.8,1239278.0,3981.0,5628.0
2007-12-20,0.24,1239430.0,2715.0,2816.0
2007-12-21,0.0,1239051.0,2908.0,2728.0
2007-12-22,0.0,1238219.0,2288.0,1888.0
2007-12-23,0.0,1238824.0,3218.0,3525.0
2007-12-24,0.04,1236782.0,1804.0,783.0
2007-12-25,0.0,1237538.0,1840.0,2242.0
2007-12-26,0.0,1236404.0,3357.0,2801.0
2007-12-27,0.04,1235649.0,3396.0,3037.0
2007-12-28,0.2,1231875.0,3685.0,1783.0
2007-12-29,0.48,1229616.0,2443.0,1304.0
2007-12-30,0.04,1229390.0,2900.0,2789.0
2007-12-31,0.0,1226833.0,1932.0,648.0
2008-01-01,0.0,1227133.0,1454.0,1631.0
2008-01-02,0.0,1227735.0,1424.0,1732.0
2008-01-03,0.48,1228713.0,1904.0,2408.0
2008-01-04,1.72,1231122.0,1829.0,3062.0
2008-01-05,0.56,1248691.0,827.0,9691.0
2008-01-06,0.16,1258070.0,2372.0,7108.0
2008-01-07,0.0,1258453.0,2372.0,2568.0
2008-01-08,0.84,1259907.0,2848.0,3591.0
2008-01-09,0.04,1262665.0,1081.0,2471.0
2008-01-10,0.24,1268270.0,2594.0,5420.0
2008-01-11,0.04,1267270.0,2929.0,2424.0
2008-01-12,0.16,1266195.0,2432.0,1890.0
2008-01-13,0.0,1266118.0,2051.0,2022.0
2008-01-14,0.0,1268424.0,914.0,2081.0
2008-01-15,0.0,1271425.0,1143.0,2660.0
2008-01-16,0.0,1273429.0,448.0,1487.0
2008-01-17,0.0,1276516.0,524.0,2141.0
2008-01-18,0.0,1278834.0,1143.0,2345.0
2008-01-19,0.0,1279607.0,329.0,724.0
2008-01-20,0.0,1282317.0,226.0,1605.0
2008-01-21,0.44,1285806.0,561.0,2320.0
2008-01-22,0.04,1288680.0,1117.0,2573.0
2008-01-23,0.04,1290079.0,561.0,1268.0
2008-01-24,0.32,1291945.0,1004.0,2417.0
2008-01-25,0.8,1294672.0,810.0,2186.0
2008-01-26,0.12,1300686.0,374.0,3647.0
2008-01-27,0.72,1306796.0,844.0,3984.0
2008-01-28,0.0,1316944.0,1916.0,7116.0
2008-01-29,0.4,1325085.0,609.0,3943.0
2008-01-30,0.0,1327780.0,1732.0,3051.0
2008-01-31,0.68,1329605.0,2681.0,3566.0
2008-02-01,0.0,1331670.0,2570.0,3731.0
2008-02-02,0.68,1335728.0,1792.0,3765.0
2008-02-03,0.0,1340112.0,2120.0,4290.0
2008-02-04,0.0,1339155.0,3048.0,2700.0
2008-02-05,0.0,1341550.0,1938.0,3213.0
2008-02-06,0.0,1342348.0,1777.0,2070.0
2008-02-07,0.0,1347149.0,975.0,3316.0
2008-02-08,0.0,1350114.0,716.0,2308.0
2008-02-09,0.0,1352764.0,820.0,2255.0
2008-02-10,0.0,1355496.0,1087.0,2448.0
2008-02-11,0.0,1357670.0,1143.0,2211.0
2008-02-12,0.0,1360087.0,1662.0,2881.0
2008-02-13,0.0,1363153.0,982.0,2587.0
2008-02-14,0.0,1368408.0,403.0,3094.0
2008-02-15,0.0,1370109.0,1396.0,2263.0
2008-02-16,0.0,1373596.0,387.0,2205.0
2008-02-17,0.0,1378880.0,340.0,3022.0
2008-02-18,0.0,1381078.0,1271.0,2403.0
2008-02-19,0.2,1383687.0,1307.0,2682.0
2008-02-20,0.32,1388669.0,446.0,2926.0
2008-02-21,0.68,1392516.0,941.0,2929.0
2008-02-22,0.4,1396782.0,1657.0,3311.0
2008-02-23,0.44,1401467.0,1325.0,4184.0
2008-02-24,0.76,1412524.0,1461.0,7036.0
2008-02-25,0.0,1423642.0,1246.0,6861.0
2008-02-26,0.0,1431393.0,1744.0,5625.0
2008-02-27,0.0,1433900.0,2550.0,4130.0
2008-02-28,0.0,1441354.0,1225.0,4714.0
2008-02-29,0.0,1449003.0,880.0,4818.0
2008-03-01,0.0,1455835.0,1003.0,4434.0
2008-03-02,0.0,1463198.0,1007.0,4759.0
2008-03-03,0.0,1471098.0,362.0,4451.0
2008-03-04,0.0,1477746.0,356.0,3700.0
2008-03-05,0.0,1484844.0,525.0,4200.0
2008-03-06,0.0,1491019.0,541.0,3671.0
2008-03-07,0.0,1495146.0,1026.0,3170.0
2008-03-08,0.0,1500144.0,1158.0,3623.0
2008-03-09,0.0,1506537.0,676.0,4078.0
2008-03-10,0.0,1512342.0,468.0,3386.0
2008-03-11,0.0,1517305.0,713.0,3205.0
2008-03-12,0.0,1523572.0,872.0,3887.0
2008-03-13,0.0,1527936.0,2906.0,5359.0
2008-03-14,0.0,1539848.0,749.0,6751.0
2008-03-15,0.0,1549001.0,1173.0,5902.0
2008-03-16,0.0,1554210.0,2337.0,4946.0
2008-03-17,0.0,1560673.0,1197.0,4452.0
2008-03-18,0.0,1565821.0,1496.0,4180.0
2008-03-19,0.12,1574368.0,195.0,4496.0
2008-03-20,0.0,1583486.0,309.0,4925.0
2008-03-21,0.0,1591201.0,601.0,4609.0
2008-03-22,0.0,1598673.0,537.0,4267.0
2008-03-23,0.0,1605174.0,853.0,4179.0
2008-03-24,0.0,1612328.0,1531.0,5187.0
2008-03-25,0.0,1622601.0,246.0,5520.0
2008-03-26,0.0,1634018.0,413.0,6142.0
2008-03-27,0.0,1643837.0,374.0,5454.0
2008-03-28,0.08,1652128.0,473.0,4699.0
2008-03-29,0.16,1661374.0,275.0,4937.0
2008-03-30,0.0,1669168.0,637.0,4520.0
2008-03-31,0.0,1676803.0,296.0,4194.0
2008-04-01,0.0,1683059.0,520.0,3772.0
2008-04-02,0.0,1684368.0,3048.0,3735.0
2008-04-03,0.0,1686989.0,2216.0,3588.0
2008-04-04,0.0,1691582.0,1374.0,3696.0
2008-04-05,0.0,1697595.0,828.0,3905.0
2008-04-06,0.0,1703717.0,693.0,3812.0
2008-04-07,0.0,1710422.0,895.0,4372.0
2008-04-08,0.0,1712504.0,2058.0,3058.0
2008-04-09,0.0,1712788.0,3809.0,3812.0
2008-04-10,0.0,1707682.0,5370.0,3103.0
2008-04-11,0.0,1706076.0,3797.0,3021.0
2008-04-12,0.0,1708154.0,3311.0,4551.0
2008-04-13,0.0,1712220.0,2967.0,5024.0
2008-04-14,0.0,1716767.0,3089.0,5566.0
2008-04-15,0.0,1720847.0,3196.0,5277.0
2008-04-16,0.0,1720942.0,4281.0,4395.0
2008-04-17,0.0,1718190.0,4941.0,3647.0
2008-04-18,0.0,1717905.0,4481.0,4424.0
2008-04-19,0.0,1718095.0,4731.0,4905.0
2008-04-20,0.0,1716956.0,5003.0,4395.0
2008-04-21,0.0,1710422.0,6735.0,3592.0
2008-04-22,0.6,1703151.0,8146.0,4628.0
2008-04-23,0.12,1705321.0,2928.0,3997.0
2008-04-24,0.0,1705793.0,3206.0,3429.0
2008-04-25,0.0,1706737.0,2623.0,3172.0
2008-04-26,0.0,1706737.0,2760.0,2934.0
2008-04-27,0.0,1714303.0,1544.0,5349.0
2008-04-28,0.0,1712788.0,5373.0,4849.0
2008-04-29,0.0,1713734.0,5668.0,6089.0
2008-04-30,0.0,1707115.0,9459.0,6332.0
2008-05-01,0.0,1705698.0,5434.0,5502.0
2008-05-02,0.0,1706170.0,4325.0,3752.0
2008-05-03,0.0,1710990.0,2191.0,4723.0
2008-05-04,0.0,1713924.0,2892.0,4404.0
2008-05-05,0.0,1713734.0,4917.0,5014.0
2008-05-06,0.0,1716578.0,4899.0,6329.0
2008-05-07,0.0,1717620.0,5434.0,6036.0
2008-05-08,0.0,1716672.0,6373.0,5981.0
2008-05-09,0.0,1721037.0,3804.0,6102.0
2008-05-10,0.0,1724000.0,4563.0,5418.0
2008-05-11,0.0,1727000.0,3968.0,5830.0
2008-05-12,0.0,1729411.0,4105.0,5859.0
2008-05-13,0.0,1732272.0,3589.0,5163.0
2008-05-14,0.0,1736092.0,3204.0,5230.0
2008-05-15,0.0,1742312.0,3123.0,6373.0
2008-05-16,0.0,1749893.0,3925.0,7872.0
2008-05-17,0.0,1756438.0,3936.0,7404.0
2008-05-18,0.0,1762516.0,3339.0,6430.0
2008-05-19,0.0,1764836.0,4944.0,6239.0
2008-05-20,0.0,1767835.0,3484.0,5138.0
2008-05-21,0.0,1770451.0,3191.0,4652.0
2008-05-22,0.0,1774822.0,1493.0,3785.0
2008-05-23,0.0,1777345.0,2064.0,3454.0
2008-05-24,0.04,1780162.0,2442.0,3924.0
2008-05-25,0.0,1781134.0,2941.0,3449.0
2008-05-26,0.0,1781620.0,3296.0,3662.0
2008-05-27,0.0,1777248.0,4639.0,2465.0
2008-05-28,0.0,1776278.0,4318.0,3854.0
2008-05-29,0.0,1769772.0,5404.0,2143.0
2008-05-30,0.0,1766287.0,4272.0,2638.0
2008-05-31,0.0,1765513.0,3584.0,3277.0
2008-06-01,0.0,1762034.0,4094.0,2465.0
2008-06-02,0.0,1760682.0,2893.0,1877.0
2008-06-03,0.0,1757112.0,4390.0,3066.0
2008-06-04,0.0,1750758.0,4738.0,1626.0
2008-06-05,0.0,1747588.0,4245.0,2780.0
2008-06-06,0.0,1743942.0,3848.0,2158.0
2008-06-07,0.0,1738004.0,4554.0,1617.0
2008-06-08,0.0,1733512.0,3966.0,1776.0
2008-06-09,0.0,1727505.0,4710.0,1870.0
2008-06-10,0.0,1719518.0,5894.0,2035.0
2008-06-11,0.0,1717052.0,2680.0,1553.0
2008-06-12,0.0,1712788.0,3512.0,1483.0
2008-06-13,0.0,1703057.0,6082.0,1371.0
2008-06-14,0.0,1693929.0,5358.0,851.0
2008-06-15,0.0,1688019.0,4258.0,1404.0
2008-06-16,0.0,1676057.0,6779.0,864.0
2008-06-17,0.0,1657948.0,10649.0,1684.0
2008-06-18,0.0,1648531.0,6027.0,1536.0
2008-06-19,0.0,1636400.0,7801.0,1652.0
2008-06-20,0.0,1619324.0,8856.0,390.0
2008-06-21,0.0,1601198.0,9570.0,527.0
2008-06-22,0.0,1588147.0,7802.0,1407.0
2008-06-23,0.0,1580711.0,4902.0,1331.0
2008-06-24,0.0,1567777.0,7167.0,684.0
2008-06-25,0.0,1564045.0,3557.0,1742.0
2008-06-26,0.0,1556156.0,4275.0,318.0
2008-06-27,0.0,1547590.0,5615.0,1408.0
2008-06-28,0.0,1536338.0,5885.0,283.0
2008-06-29,0.0,1529946.0,4000.0,861.0
2008-06-30,0.0,1521481.0,4961.0,782.0
2008-07-01,0.0,1511301.0,6056.0,1025.0
2008-07-02,0.0,1507056.0,3648.0,1609.0
2008-07-03,0.0,1498161.0,4158.0,-178.0
2008-07-04,0.0,1491448.0,4534.0,1220.0
2008-07-05,0.0,1484073.0,4099.0,530.0
2008-07-06,0.0,1480480.0,2617.0,894.0
2008-07-07,0.0,1470332.0,5657.0,592.0
2008-07-08,0.0,1461165.0,5432.0,957.0
2008-07-09,0.04,1456342.0,3357.0,1097.0
2008-07-10,0.0,1446142.0,6217.0,1230.0
2008-07-11,0.0,1431393.0,8170.0,1071.0
2008-07-12,0.0,1428640.0,2429.0,803.0
2008-07-13,0.0,1420234.0,5535.0,1327.0
2008-07-14,0.0,1410788.0,5052.0,417.0
2008-07-15,0.0,1406823.0,3483.0,1591.0
2008-07-16,0.0,1399000.0,4271.0,378.0
2008-07-17,0.0,1389078.0,6204.0,1348.0
2008-07-18,0.0,1376927.0,6548.0,493.0
2008-07-19,0.0,1368651.0,4955.0,904.0
2008-07-20,0.0,1360974.0,4584.0,854.0
2008-07-21,0.0,1355738.0,4276.0,1687.0
2008-07-22,0.0,1349793.0,3956.0,1071.0
2008-07-23,0.0,1344987.0,3195.0,861.0
2008-07-24,0.0,1339793.0,3911.0,1360.0
2008-07-25,0.0,1331034.0,5152.0,890.0
2008-07-26,0.0,1326828.0,3340.0,1301.0
2008-07-27,0.0,1324451.0,2677.0,1630.0
2008-07-28,0.0,1323501.0,2053.0,1671.0
2008-07-29,0.0,1315524.0,4578.0,606.0
2008-07-30,0.0,1306796.0,5650.0,1343.0
2008-07-31,0.0,1296076.0,5756.0,578.0
2008-08-01,0.0,1288523.0,5101.0,1279.0
2008-08-02,0.0,1284410.0,4223.0,2264.0
2008-08-03,0.0,1280613.0,4418.0,2620.0
2008-08-04,0.0,1272889.0,3933.0,154.0
2008-08-05,0.0,1266041.0,3571.0,220.0
2008-08-06,0.0,1260366.0,4417.0,1667.0
2008-08-07,0.0,1252196.0,4759.0,745.0
2008-08-08,0.0,1245117.0,4550.0,1081.0
2008-08-09,0.0,1240035.0,3187.0,721.0
2008-08-10,0.0,1235271.0,3594.0,1301.0
2008-08-11,0.0,1231499.0,4227.0,2430.0
2008-08-12,0.0,1224354.0,4745.0,1254.0
2008-08-13,0.0,1217016.0,5341.0,1765.0
2008-08-14,0.0,1209411.0,5927.0,2198.0
2008-08-15,0.0,1200359.0,5225.0,769.0
2008-08-16,0.0,1192313.0,4713.0,766.0
2008-08-17,0.0,1185405.0,4340.0,947.0
2008-08-18,0.0,1180060.0,3980.0,1371.0
2008-08-19,0.0,1173203.0,4685.0,1312.0
2008-08-20,0.0,1169131.0,3667.0,1687.0
2008-08-21,0.0,1166446.0,2897.0,1621.0
2008-08-22,0.0,1163404.0,4241.0,2789.0
2008-08-23,0.0,1158491.0,3553.0,1170.0
2008-08-24,0.0,1156940.0,2194.0,726.0
2008-08-25,0.0,1153040.0,3959.0,2453.0
2008-08-26,0.0,1149138.0,4677.0,3222.0
2008-08-27,0.0,1145555.0,4656.0,2935.0
2008-08-28,0.0,1140909.0,4378.0,2135.0
2008-08-29,0.0,1135565.0,4348.0,1767.0
2008-08-30,0.0,1131089.0,3368.0,1221.0
2008-08-31,0.0,1127759.0,2232.0,642.0
2008-09-01,0.0,1126131.0,1525.0,784.0
2008-09-02,0.0,1125424.0,2711.0,2495.0
2008-09-03,0.0,1123164.0,2092.0,1051.0
2008-09-04,0.0,1122458.0,3213.0,2975.0
2008-09-05,0.0,1120484.0,2001.0,1113.0
2008-09-06,0.0,1120695.0,2298.0,2508.0
2008-09-07,0.0,1120484.0,2715.0,2707.0
2008-09-08,0.0,1118934.0,1450.0,779.0
2008-09-09,0.0,1121048.0,2113.0,3280.0
2008-09-10,0.0,1121964.0,2109.0,2634.0
2008-09-11,0.0,1121259.0,3850.0,3557.0
2008-09-12,0.0,1118230.0,4035.0,2582.0
2008-09-13,0.0,1114575.0,4652.0,2915.0
2008-09-14,0.0,1111629.0,1158.0,-256.0
2008-09-15,0.0,1113663.0,2949.0,4042.0
2008-09-16,0.0,1112611.0,3877.0,3421.0
2008-09-17,0.0,1108759.0,3986.0,2108.0
2008-09-18,0.0,1103173.0,4630.0,1883.0
2008-09-19,0.0,1100387.0,2121.0,761.0
2008-09-20,0.0,1101083.0,1690.0,2095.0
2008-09-21,0.0,1101988.0,1811.0,2324.0
2008-09-22,0.0,1102685.0,1727.0,2140.0
2008-09-23,0.0,1103451.0,1447.0,1916.0
2008-09-24,0.0,1104777.0,1488.0,2236.0
2008-09-25,0.0,1105126.0,3500.0,3762.0
2008-09-26,0.0,1101779.0,1742.0,132.0
2008-09-27,0.0,1100596.0,2503.0,2013.0
2008-09-28,0.0,1099691.0,1909.0,1561.0
2008-09-29,0.0,1100039.0,2147.0,2412.0
2008-09-30,0.0,1097190.0,1656.0,262.0
2008-10-01,0.0,1097259.0,1618.0,1723.0
2008-10-02,0.0,1096912.0,1594.0,1496.0
2008-10-03,0.96,1096565.0,2347.0,2229.0
2008-10-04,0.52,1095871.0,3242.0,2927.0
2008-10-05,0.0,1093791.0,3700.0,2676.0
2008-10-06,0.0,1091022.0,2470.0,1112.0
2008-10-07,0.0,1087568.0,2617.0,923.0
2008-10-08,0.0,1087361.0,1175.0,1138.0
2008-10-09,0.0,1088258.0,1810.0,2308.0
2008-10-10,0.0,1086878.0,3011.0,2392.0
2008-10-11,0.0,1083433.0,789.0,-893.0
2008-10-12,0.0,1085154.0,935.0,1870.0
2008-10-13,0.0,1085843.0,1243.0,1648.0
2008-10-14,0.0,1085154.0,1369.0,1099.0
2008-10-15,0.0,1084259.0,1895.0,1486.0
2008-10-16,0.0,1082951.0,565.0,-37.0
2008-10-17,0.0,1085843.0,1329.0,2836.0
2008-10-18,0.0,1087223.0,2129.0,2894.0
2008-10-19,0.0,1087016.0,1635.0,1589.0
2008-10-20,0.0,1088120.0,3201.0,3800.0
2008-10-21,0.0,1081026.0,3070.0,-477.0
2008-10-22,0.0,1076223.0,3455.0,1122.0
2008-10-23,0.0,1070411.0,3477.0,623.0
2008-10-24,0.0,1064621.0,2759.0,-96.0
2008-10-25,0.0,1058853.0,2534.0,-327.0
2008-10-26,0.0,1058175.0,2101.0,1818.0
2008-10-27,0.0,1055335.0,3239.0,1856.0
2008-10-28,0.0,1050073.0,3979.0,1365.0
2008-10-29,0.0,1042014.0,4622.0,619.0
2008-10-30,0.16,1032326.0,3832.0,-1005.0
2008-10-31,0.48,1029201.0,3401.0,1826.0
2008-11-01,1.8,1025686.0,3069.0,1309.0
2008-11-02,0.04,1031993.0,3744.0,6944.0
2008-11-03,0.56,1032659.0,3496.0,3850.0
2008-11-04,0.0,1032992.0,3088.0,3263.0
2008-11-05,0.0,1032659.0,2759.0,2613.0
2008-11-06,0.0,1032326.0,2948.0,2793.0
2008-11-07,0.0,1029999.0,1804.0,636.0
2008-11-08,0.04,1030796.0,1665.0,2082.0
2008-11-09,0.04,1031860.0,1554.0,2108.0
2008-11-10,0.0,1032260.0,1599.0,1815.0
2008-11-11,0.0,1033997.0,728.0,1613.0
2008-11-12,0.0,1036998.0,2330.0,3843.0
2008-11-13,0.0,1035130.0,3886.0,2954.0
2008-11-14,0.0,1029666.0,4462.0,1735.0
2008-11-15,0.0,1025222.0,3990.0,1801.0
2008-11-16,0.0,1020724.0,3002.0,754.0
2008-11-17,0.0,1016108.0,4595.0,2297.0
2008-11-18,0.0,1010194.0,2734.0,-219.0
2008-11-19,0.0,1009211.0,2355.0,1887.0
2008-11-20,0.0,1006788.0,2440.0,1233.0
2008-11-21,0.0,1004630.0,2008.0,929.0
2008-11-22,0.0,1004304.0,2011.0,1856.0
2008-11-23,0.0,1003324.0,2107.0,1632.0
2008-11-24,0.0,1001693.0,2255.0,1449.0
2008-11-25,0.0,1000520.0,2154.0,1580.0
2008-11-26,0.0,999738.0,2074.0,1682.0
2008-11-27,0.0,999087.0,1839.0,1523.0
2008-11-28,0.0,999282.0,1642.0,1742.0
2008-11-29,0.0,999412.0,1865.0,1935.0
2008-11-30,0.0,999087.0,531.0,397.0
2008-12-01,0.0,1001693.0,2074.0,3398.0
2008-12-02,0.0,1002345.0,2213.0,2547.0
2008-12-03,0.0,1001171.0,781.0,194.0
2008-12-04,0.0,1002867.0,1435.0,2290.0
2008-12-05,0.0,1001367.0,1195.0,442.0
2008-12-06,0.0,1000455.0,2843.0,2388.0
2008-12-07,0.0,994537.0,2811.0,-161.0
2008-12-08,0.0,993889.0,1530.0,1205.0
2008-12-09,0.0,992592.0,2800.0,2151.0
2008-12-10,0.0,988709.0,2624.0,682.0
2008-12-11,0.0,986061.0,2159.0,824.0
2008-12-12,0.0,983290.0,2923.0,1533.0
2008-12-13,0.08,979496.0,1961.0,57.0
2008-12-14,0.72,978725.0,1999.0,1628.0
2008-12-15,0.16,976993.0,3247.0,2376.0
2008-12-16,0.04,973599.0,2381.0,675.0
2008-12-17,0.0,971234.0,2350.0,1167.0
2008-12-18,0.12,968810.0,2829.0,1616.0
2008-12-19,0.04,966389.0,1716.0,505.0
2008-12-20,0.0,964990.0,1882.0,1181.0
2008-12-21,1.0,965244.0,1841.0,1978.0
2008-12-22,0.04,966262.0,1854.0,2367.0
2008-12-23,0.0,968300.0,1730.0,2757.0
2008-12-24,1.24,969575.0,1124.0,1767.0
2008-12-25,0.56,976480.0,1122.0,4603.0
2008-12-26,0.0,981745.0,1809.0,4479.0
2008-12-27,0.0,982903.0,1212.0,1789.0
2008-12-28,0.0,983225.0,2398.0,2574.0
2008-12-29,0.0,982260.0,2178.0,1696.0
2008-12-30,0.0,982131.0,1564.0,1508.0
2008-12-31,0.0,981102.0,2088.0,1569.0
2009-01-01,0.0,979688.0,2141.0,1442.0
2009-01-02,0.16,978532.0,3164.0,2581.0
2009-01-03,0.0,975839.0,2796.0,1442.0
2009-01-04,0.0,975199.0,1809.0,1493.0
2009-01-05,0.08,974879.0,1952.0,1794.0
2009-01-06,0.0,972678.0,2344.0,1280.0
2009-01-07,0.0,972768.0,1550.0,1554.0
2009-01-08,0.0,971362.0,1898.0,1191.0
2009-01-09,0.0,969447.0,375.0,-578.0
2009-01-10,0.0,971043.0,535.0,1366.0
2009-01-11,0.0,973151.0,320.0,1389.0
2009-01-12,0.0,974623.0,598.0,1355.0
2009-01-13,0.0,976416.0,820.0,1768.0
2009-01-14,0.0,976993.0,1956.0,2257.0
2009-01-15,0.0,976480.0,2587.0,2343.0
2009-01-16,0.0,974559.0,2204.0,1282.0
2009-01-17,0.0,973279.0,1272.0,647.0
2009-01-18,0.0,972959.0,2218.0,2069.0
2009-01-19,0.0,974559.0,1783.0,2612.0
2009-01-20,0.0,969766.0,1299.0,-1094.0
2009-01-21,0.0,970404.0,1089.0,1429.0
2009-01-22,0.8,969766.0,1303.0,993.0
2009-01-23,0.52,973791.0,1131.0,3161.0
2009-01-24,0.76,978532.0,1121.0,3519.0
2009-01-25,0.36,991296.0,1727.0,8164.0
2009-01-26,0.0,998762.0,1410.0,5176.0
2009-01-27,0.0,1004369.0,1014.0,3863.0
2009-01-28,0.0,1011244.0,682.0,4168.0
2009-01-29,0.0,1014595.0,756.0,2476.0
2009-01-30,0.0,1017623.0,732.0,2270.0
2009-01-31,0.0,1020262.0,1336.0,2677.0
2009-02-01,0.0,1022442.0,896.0,2008.0
2009-02-02,0.0,1024758.0,862.0,2045.0
2009-02-03,0.0,1024697.0,982.0,999.0
2009-02-04,0.0,1026485.0,890.0,1769.0
2009-02-05,0.4,1029671.0,420.0,2010.0
2009-02-06,0.44,1033330.0,740.0,2627.0
